age,gender,city,relationship_status,sleep_hours,exercise_frequency,screen_time_hours,diet_quality,stress_level,anxiety_level,mood,motivation_level,concentration_level,social_support,social_interaction_frequency,work_stress,is_student,is_employed,household_responsibility,open_to_therapy,aware_of_mental_health,mental_health_risk
23,female,Mumbai,married,7.2,3,3.9,5,8,8,6,4,6,4,7,5,0,0,3,1,1,1
33,male,Bengaluru,single,7.5,0,6,3,9,5,3,3,5,2,9,1,1,0,5,1,1,1
22,male,Jaipur,single,5.6,3,8.5,2,9,8,1,3,6,2,5,0,1,0,3,1,1,1
18,male,Delhi,single,5.7,1,7,2,9,10,1,6,5,2,5,4,1,0,3,1,1,1
18,female,Ahmedabad,married,6.1,5,4.3,4,5,5,9,10,7,3,2,0,1,0,3,1,1,0
28,female,Delhi,single,8.1,1,2.5,3,4,5,7,8,7,3,8,0,1,0,3,0,0,0
30,female,Delhi,single,6.5,2,2.3,4,9,6,3,4,1,2,8,4,0,1,4,1,0,1
21,female,Pune,single,8.9,2,4.5,3,8,3,7,7,9,3,11,4,1,0,3,1,1,0
33,male,Chennai,single,7.5,1,3.2,3,7,8,7,4,5,5,6,4,0,0,3,1,1,1
18,female,Mumbai,single,5,6,6,3,9,10,4,7,3,2,4,4,1,0,5,1,1,1
27,female,Bengaluru,married,6.1,5,4.2,4,9,10,6,7,1,3,1,5,1,0,3,0,0,1
18,male,Mumbai,single,5.6,7,2.4,5,7,3,9,7,7,4,8,5,0,1,3,1,1,0
23,female,Bengaluru,single,4.4,0,2.1,4,10,10,1,4,1,2,0,3,0,0,2,1,1,1
28,female,Chennai,married,8.8,5,7.6,4,5,4,10,7,7,4,4,5,0,1,5,0,0,0
21,female,Mumbai,married,7.8,7,6.3,4,3,8,9,7,7,3,5,3,0,0,3,1,1,0
25,female,Delhi,single,7.6,2,8.8,2,9,8,4,6,4,5,6,2,1,0,2,1,1,1
36,female,Bengaluru,single,7.2,6,5.6,3,8,5,8,7,8,3,6,4,0,0,1,1,1,0
23,female,Jaipur,single,5.4,2,4.4,2,10,10,2,4,2,2,7,5,1,0,3,1,1,1
35,male,Surat,married,5.7,0,7.5,3,10,8,2,6,5,3,0,1,1,0,4,1,0,1
19,male,Mumbai,single,7.7,4,6.2,3,7,8,6,5,3,2,7,5,1,0,5,1,1,1
32,female,Kolkata,married,5,5,6.2,4,6,8,9,7,5,5,0,3,1,0,4,1,1,0
40,male,Bengaluru,in_relationship,3.4,1,5.5,2,10,10,1,5,4,2,9,3,1,0,2,1,1,1
18,male,Bengaluru,in_relationship,6.7,1,0,2,7,8,7,7,6,3,3,3,0,1,2,1,1,0
22,male,Kolkata,single,6.7,3,7.7,5,5,6,8,6,5,2,0,0,0,1,2,1,1,0
33,male,Jaipur,single,6.3,5,6.6,3,8,8,4,4,2,3,4,2,1,0,1,1,1,1
26,female,Surat,single,7.2,3,5.2,3,8,8,6,5,4,3,5,5,1,0,5,1,1,1
31,female,Hyderabad,single,7.6,3,5.2,3,6,5,6,5,8,2,10,2,1,0,3,1,1,0
23,male,Bengaluru,in_relationship,7,4,5.4,2,9,7,4,5,6,3,7,6,1,0,2,1,1,1
29,male,Kolkata,married,8.5,4,3.3,4,5,10,8,7,3,4,6,7,0,1,3,1,1,0
27,male,Delhi,in_relationship,5,3,6.7,4,7,8,3,5,2,3,10,0,1,0,2,1,0,1
37,female,Hyderabad,in_relationship,7,0,1.9,4,8,9,6,4,7,4,5,6,0,1,3,1,1,1
30,female,Bengaluru,single,7.3,5,5.3,3,10,8,6,5,6,4,9,8,1,0,4,0,0,1
31,male,Chennai,single,5.8,1,5.6,3,9,8,2,1,2,3,7,3,0,1,3,1,1,1
25,female,Delhi,single,4.7,4,5,3,10,8,4,5,1,3,3,4,1,0,1,0,0,1
24,female,Delhi,in_relationship,6.1,2,5.2,3,6,8,5,7,4,1,10,3,0,0,5,1,1,1
25,female,Jaipur,married,5.8,3,2.8,2,8,6,4,3,3,3,2,5,1,0,2,1,1,1
31,female,Mumbai,in_relationship,7.7,2,2.6,3,9,6,5,5,6,4,8,6,0,1,3,1,1,1
25,male,Hyderabad,single,5.6,3,6.4,2,8,9,4,4,7,3,2,2,1,0,4,1,1,1
30,female,Delhi,single,5.2,0,6.9,3,10,10,1,4,1,2,8,4,1,0,3,1,0,1
45,male,Mumbai,in_relationship,6.2,1,0.8,1,8,9,5,5,4,5,11,9,0,1,3,1,1,1
35,female,Mumbai,single,7.9,4,5.5,1,8,7,7,7,8,5,4,5,0,1,2,1,1,1
25,female,Mumbai,married,6.9,2,3.4,4,9,9,4,5,6,4,4,7,0,1,3,0,0,1
38,female,Pune,married,6.9,4,4.1,3,6,8,7,9,5,5,7,5,0,1,3,1,1,0
25,female,Delhi,in_relationship,7.1,2,1.8,2,9,5,1,4,6,1,4,3,0,1,3,1,1,1
18,male,Surat,single,8,1,3.9,4,8,7,6,4,4,2,12,2,1,0,3,1,1,1
20,female,Hyderabad,single,5.6,0,7.7,3,10,10,1,3,3,3,7,4,1,0,3,1,1,1
18,non_binary,Bengaluru,single,7.7,4,5.1,4,10,8,6,5,6,3,6,5,1,0,3,1,0,1
25,female,Hyderabad,single,7.1,5,3.7,3,9,5,4,5,8,3,3,5,0,1,2,1,1,1
28,male,Hyderabad,single,6.6,5,4.9,5,8,8,7,6,4,1,4,5,1,0,3,1,1,1
41,male,Kolkata,in_relationship,9.4,6,6.7,3,6,8,8,6,6,4,5,5,1,0,4,1,1,0
31,male,Delhi,in_relationship,5.7,6,5.4,5,8,7,8,7,3,4,4,5,0,0,3,1,1,0
26,female,Bengaluru,single,6.8,5,4.3,3,10,7,6,5,6,5,4,5,0,1,3,1,1,1
35,female,Jaipur,single,5.3,3,7,1,9,8,1,5,5,2,5,0,1,0,3,1,1,1
18,male,Surat,single,8,4,6.7,3,7,6,6,6,7,2,13,3,1,0,4,1,1,0
30,female,Jaipur,single,8.5,4,6.7,3,9,10,4,2,3,1,3,4,1,0,2,1,0,1
34,female,Bengaluru,married,9.4,2,5.4,2,3,5,10,8,8,3,7,0,1,0,5,1,1,0
18,female,Kolkata,single,8.6,1,6.8,2,9,9,4,2,4,4,8,5,1,0,3,1,1,1
37,female,Bengaluru,single,6.3,4,5.1,3,8,6,3,5,7,2,7,4,0,1,3,1,1,1
31,female,Hyderabad,single,6.6,3,6.6,3,7,9,6,4,4,5,5,5,0,0,4,0,0,1
25,female,Delhi,married,5,6,6.3,1,10,9,3,3,1,3,5,4,0,0,2,1,1,1
33,male,Ahmedabad,in_relationship,9.5,5,3.2,4,7,7,10,7,6,4,8,6,1,0,3,1,0,0
46,female,Delhi,single,7.6,7,2.3,3,9,7,6,8,7,2,6,8,0,1,4,0,0,1
29,female,Delhi,in_relationship,5.9,2,4.6,2,9,7,3,3,5,4,6,5,1,0,2,1,0,1
30,female,Pune,in_relationship,8.6,4,6.5,4,7,7,6,6,5,1,1,6,0,0,3,1,1,1
24,female,Delhi,married,5.6,0,1.3,3,8,7,5,6,4,4,4,5,0,1,5,1,1,1
21,female,Mumbai,single,6.7,0,6.3,4,7,6,3,6,4,4,3,1,1,0,3,1,1,1
35,male,Mumbai,married,6.3,4,5.4,4,5,7,9,9,4,5,4,0,1,0,5,0,0,0
21,male,Surat,married,7.8,3,6.8,3,8,8,5,7,4,3,5,1,0,1,4,1,0,1
29,male,Hyderabad,married,6.6,6,5.4,3,6,4,8,9,8,4,8,0,1,0,4,0,0,0
24,male,Bengaluru,in_relationship,5.3,5,1.8,4,5,6,10,6,4,4,11,4,0,0,3,1,1,0
32,female,Pune,in_relationship,6.7,3,3.4,3,5,3,7,7,7,4,5,2,1,0,2,1,1,0
31,non_binary,Pune,single,8.1,6,2.1,3,5,7,10,9,6,2,7,5,0,1,4,1,1,0
36,male,Delhi,in_relationship,6.4,2,3.7,4,6,10,6,5,5,1,7,4,1,0,3,1,1,1
24,male,Chennai,in_relationship,7.1,4,5.5,3,6,5,6,6,8,4,10,1,1,0,1,1,1,0
26,female,Kolkata,in_relationship,5.9,2,2.2,3,8,7,2,3,6,3,7,4,0,1,1,1,1,1
20,male,Chennai,single,6.2,4,7.6,4,9,9,5,6,4,2,3,3,1,0,4,0,0,1
24,female,Mumbai,in_relationship,5.9,4,2.9,3,7,7,5,6,3,4,1,0,1,0,1,1,1,0
31,female,Pune,married,7.1,2,9,3,8,8,3,4,3,4,7,2,1,0,4,0,0,1
34,female,Hyderabad,single,6.6,0,7.5,2,10,10,2,1,2,2,5,4,1,0,3,1,0,1
21,male,Delhi,married,7.2,5,7.5,4,8,7,5,6,6,2,4,2,1,0,3,1,1,1
35,male,Bengaluru,in_relationship,7.5,7,4.6,4,9,5,6,5,7,2,3,6,1,0,5,1,1,1
39,female,Mumbai,married,7.9,3,5.2,4,9,6,9,7,7,5,5,8,0,1,4,1,1,1
31,female,Mumbai,single,6.9,3,2.6,3,6,4,5,4,8,4,11,1,1,0,4,1,1,0
43,male,Kolkata,single,5.7,0,6.3,2,10,10,1,3,2,3,4,4,0,1,4,1,1,1
22,female,Mumbai,married,6.6,1,3.8,4,8,7,4,4,5,3,8,3,1,0,3,1,1,1
18,male,Bengaluru,single,6.4,3,4.3,3,9,7,4,3,5,3,6,5,1,0,3,1,0,1
18,female,Hyderabad,married,6.5,3,2.1,2,5,5,7,5,6,5,1,3,0,1,5,1,1,0
40,male,Mumbai,single,6.3,5,0,5,6,5,7,5,5,3,9,4,1,0,4,1,1,0
33,female,Surat,in_relationship,5.8,1,2.4,1,10,10,4,4,6,4,2,9,0,1,5,1,0,1
28,male,Delhi,single,3.9,2,7,4,10,9,2,4,3,3,7,2,1,0,3,1,1,1
30,male,Delhi,in_relationship,6.4,3,3.7,2,9,6,6,6,6,5,4,4,0,1,2,1,1,1
19,male,Delhi,single,7,2,4.2,5,8,8,6,6,4,4,8,6,0,1,3,0,0,1
48,male,Delhi,single,5.3,0,5.8,1,10,10,1,2,4,4,2,6,0,1,2,1,1,1
29,female,Mumbai,single,7,3,8.1,4,7,7,6,7,4,2,7,2,0,0,4,1,1,1
29,non_binary,Chennai,single,9.3,3,7.2,3,6,4,7,6,8,4,3,3,0,0,2,0,0,0
34,male,Surat,married,7.8,3,3.8,3,3,5,9,9,7,3,5,3,1,0,1,1,1,0
32,male,Delhi,married,8.7,0,1.6,3,4,4,9,7,7,4,0,1,1,0,5,1,1,0
30,female,Chennai,single,7,4,9.2,4,10,10,7,6,4,5,11,6,0,1,3,1,1,1
22,female,Kolkata,in_relationship,7.5,4,10.8,2,9,9,5,5,4,2,8,2,1,0,2,1,1,1
32,female,Pune,single,5.7,3,6.1,2,7,5,4,6,5,3,4,0,1,0,5,0,0,0
43,male,Bengaluru,in_relationship,6.2,6,2,4,6,4,10,8,6,4,2,4,0,1,2,1,0,0
39,male,Delhi,married,3.4,0,7.2,1,10,9,1,4,3,4,5,1,1,0,5,1,1,1
41,female,Delhi,married,8.1,3,4.3,3,10,10,7,4,5,3,7,10,0,1,4,0,0,1
24,male,Chennai,single,8.8,2,4.3,5,4,3,9,5,8,5,0,2,0,0,1,1,0,0
20,female,Pune,in_relationship,6.3,4,6.3,2,8,6,4,4,4,2,5,2,0,1,5,1,1,1
27,male,Delhi,single,6.7,0,5.2,4,9,8,4,6,5,4,11,5,0,0,4,1,1,1
28,female,Bengaluru,complicated,5.3,5,1.7,3,5,7,8,7,5,4,3,2,1,0,4,1,1,0
37,male,Jaipur,single,7.2,3,4.3,4,4,5,9,8,6,5,7,0,1,0,3,1,1,0
18,female,Pune,in_relationship,8.3,3,5.8,4,8,9,7,4,7,2,12,5,0,0,3,1,1,1
40,female,Surat,in_relationship,4.1,4,6.1,4,7,9,4,6,4,3,8,1,1,0,1,1,1,1
27,female,Kolkata,in_relationship,7.5,1,5,3,7,5,5,4,5,5,6,1,0,0,3,1,1,0
25,male,Bengaluru,single,6.7,6,6.4,5,10,8,7,5,4,1,7,7,0,0,2,1,0,1
20,female,Ahmedabad,married,7.3,1,3.7,2,9,6,4,4,6,2,5,3,1,0,2,1,0,1
18,female,Chennai,single,6.6,3,5.9,3,6,4,8,7,6,3,10,1,1,0,3,1,1,0
35,female,Mumbai,in_relationship,6.6,2,0,3,5,5,9,8,6,4,4,4,0,1,5,1,0,0
29,female,Hyderabad,single,6.5,2,4.6,2,8,6,3,5,6,5,1,3,1,0,2,1,1,1
18,female,Chennai,single,6.4,7,6,3,9,10,7,4,4,3,4,8,0,1,3,1,1,1
18,female,Mumbai,in_relationship,7.6,2,3.7,3,5,6,6,6,8,3,4,2,1,0,2,1,1,0
25,male,Kolkata,single,7.5,6,3.6,3,5,5,9,8,7,3,5,4,0,0,3,1,0,0
41,female,Hyderabad,single,7.2,6,2.4,5,6,5,9,6,5,3,4,4,0,1,4,1,0,0
26,female,Surat,single,5.5,0,6.5,2,10,9,1,3,3,3,9,5,0,1,4,0,0,1
18,male,Mumbai,single,6.5,6,5.6,4,8,9,6,6,5,3,7,5,0,1,4,0,0,1
26,male,Delhi,in_relationship,7.9,0,6.1,3,8,7,5,5,3,1,7,3,1,0,2,1,1,1
26,male,Ahmedabad,married,6.6,3,1.3,3,8,5,6,6,4,3,6,4,1,0,3,0,0,0
18,female,Delhi,single,7.5,2,4.2,2,10,9,4,3,5,4,2,7,0,1,4,1,1,1
28,female,Chennai,single,8.4,3,5.4,2,2,5,10,10,8,3,0,0,1,0,4,1,1,0
26,female,Kolkata,single,8.2,3,3.9,3,6,3,7,3,10,3,6,1,0,0,3,1,1,0
34,female,Mumbai,single,7,1,3.3,1,10,8,3,4,5,4,7,4,0,1,3,1,1,1
43,male,Hyderabad,in_relationship,5.9,2,3.8,2,9,9,4,2,6,2,5,8,0,1,5,1,1,1
37,male,Hyderabad,in_relationship,4,2,6.2,2,10,9,1,2,3,3,3,4,0,1,3,1,1,1
26,male,Bengaluru,single,6.8,2,0.7,4,3,6,8,8,4,3,7,3,0,0,4,1,1,0
19,male,Jaipur,single,6.6,4,8.1,4,8,8,3,3,4,3,5,2,0,0,3,1,1,1
49,male,Pune,single,7.5,3,5.8,4,8,7,5,3,5,3,12,2,1,0,2,1,1,1
28,male,Chennai,married,6.5,5,5.2,4,8,7,5,9,6,3,10,4,1,0,5,1,1,1
28,female,Chennai,married,6.9,1,7.3,3,10,9,2,1,4,2,9,5,1,0,4,1,1,1
28,female,Bengaluru,single,4.9,4,1.6,5,9,8,4,7,2,3,8,4,0,0,2,1,0,1
30,non_binary,Jaipur,single,5.8,1,3.2,2,10,8,4,4,2,2,1,3,0,1,2,0,0,1
27,female,Chennai,married,7.6,4,4.3,3,10,10,4,4,4,4,7,9,0,0,2,1,1,1
23,female,Chennai,married,8.9,4,8.9,4,6,7,10,8,2,5,8,3,1,0,3,1,0,0
24,male,Pune,single,6.5,3,4.4,2,8,6,5,7,5,3,7,4,0,1,5,1,1,1
28,female,Delhi,single,6.9,2,6.7,5,9,9,5,3,5,2,8,5,1,0,2,1,1,1
24,female,Pune,single,8.1,3,3.3,3,6,6,8,6,5,3,7,3,0,0,4,1,1,0
22,male,Delhi,in_relationship,6.1,6,5.5,3,10,10,2,6,5,3,13,8,0,1,3,1,1,1
29,male,Bengaluru,single,6.9,1,8,4,7,9,5,6,6,4,6,0,1,0,2,1,1,1
26,female,Delhi,single,6.2,2,6.5,4,10,10,3,5,2,3,9,7,1,0,2,1,1,1
40,male,Surat,in_relationship,8,2,4.3,3,6,5,6,7,6,5,4,4,0,0,1,1,1,0
18,female,Pune,single,6.8,7,5.9,4,8,7,8,10,7,4,7,9,0,1,2,1,1,1
37,female,Chennai,in_relationship,7.2,6,7.2,2,8,8,8,7,5,3,9,6,1,0,2,1,0,1
38,male,Chennai,single,6.1,1,5.5,2,8,10,1,4,2,4,7,1,0,0,1,1,1,1
18,male,Hyderabad,single,7.7,1,6.7,3,10,10,2,4,4,3,10,9,0,1,5,1,0,1
25,male,Surat,in_relationship,9.5,5,6.7,4,4,2,9,8,7,3,3,1,0,0,3,1,1,0
25,male,Hyderabad,single,5.8,1,5,4,10,6,3,5,7,3,5,1,1,0,2,0,0,1
18,male,Bengaluru,married,6.6,3,5.8,3,7,6,5,6,6,4,6,2,0,0,4,1,1,0
22,female,Mumbai,in_relationship,7.4,2,3.7,2,8,6,5,6,6,5,8,5,0,1,2,0,0,1
19,male,Kolkata,single,7.9,4,2.7,4,6,5,10,9,7,4,6,4,0,0,1,1,0,0
42,female,Kolkata,in_relationship,6.3,1,4,4,7,8,7,6,3,4,9,3,0,0,5,1,1,1
35,male,Bengaluru,single,3.5,3,5.7,4,9,10,6,6,1,4,5,3,1,0,3,1,1,1
38,female,Mumbai,married,8.4,3,2.2,3,6,7,8,5,9,4,3,4,1,0,3,1,1,0
34,male,Pune,single,7.8,3,6.7,4,9,8,3,4,5,2,7,4,1,0,1,1,0,1
19,male,Mumbai,in_relationship,4,0,0.6,5,10,6,4,5,6,5,6,6,1,0,1,1,1,1
24,female,Chennai,single,5.7,0,9.9,3,10,10,3,5,3,5,8,7,1,0,5,1,1,1
32,female,Surat,single,8.8,1,8.2,2,9,7,5,2,8,3,6,2,1,0,4,1,1,1
18,male,Bengaluru,married,8.7,2,4,2,8,5,7,5,4,3,4,2,0,0,4,1,1,0
34,female,Delhi,married,7.7,1,4.9,3,8,8,5,5,5,4,6,3,1,0,2,1,1,1
26,male,Chennai,single,6.8,3,5.1,2,8,6,4,4,8,4,6,1,0,0,4,0,0,1
25,female,Pune,single,7,3,3.3,3,7,7,6,5,7,3,4,5,0,1,4,1,1,1
34,male,Hyderabad,married,6.7,3,4.9,3,9,9,3,5,6,2,4,6,0,1,5,0,0,1
32,male,Surat,married,7.9,4,5,5,6,5,9,10,7,4,5,2,1,0,4,1,1,0
25,female,Mumbai,single,5.5,4,4.3,4,7,8,7,4,3,4,8,4,0,1,2,1,1,1
37,female,Hyderabad,single,6,1,4.9,4,7,8,6,5,3,4,6,1,0,0,1,1,1,1
19,male,Chennai,single,8.2,2,1.9,1,8,6,6,6,5,3,12,4,0,0,2,1,0,0
33,female,Pune,married,6.9,5,4.6,4,10,8,6,6,6,3,6,6,0,0,4,1,1,1
33,female,Mumbai,single,8.3,3,4.8,4,8,8,8,7,6,4,3,7,0,1,2,1,1,1
26,male,Pune,single,6.2,5,4.8,3,10,10,2,7,4,3,13,8,0,1,3,1,1,1
31,female,Hyderabad,in_relationship,6.3,5,4.2,2,10,7,4,5,6,3,8,7,1,0,3,1,1,1
18,male,Bengaluru,single,5.7,0,6.8,2,10,10,1,5,4,3,8,5,0,1,4,0,0,1
35,female,Mumbai,single,6.3,4,5,2,8,6,4,4,7,1,8,2,1,0,4,1,1,1
27,female,Pune,single,5.2,7,5,2,6,4,7,7,7,3,7,0,0,0,2,1,1,0
24,female,Mumbai,single,6.2,2,8.8,3,9,9,4,3,2,4,8,2,1,0,4,1,1,1
36,male,Delhi,single,5.2,4,6.9,2,10,10,2,5,3,3,3,4,1,0,2,1,1,1
22,male,Delhi,in_relationship,7.8,1,4.9,5,9,7,7,5,3,5,6,8,0,1,5,1,1,1
18,male,Pune,single,7.8,1,4.3,3,7,6,6,6,6,3,1,4,0,1,3,1,1,0
18,male,Chennai,in_relationship,4.4,2,8,4,10,10,2,3,3,4,6,4,1,0,3,1,1,1
33,male,Kolkata,married,8.4,4,4,2,7,10,7,7,3,4,3,9,0,1,4,1,1,1
18,female,Delhi,in_relationship,10,4,7.1,3,6,7,10,8,6,5,7,4,0,0,3,1,1,0
42,male,Ahmedabad,single,6.9,4,4.3,3,6,5,7,5,6,3,8,0,1,0,4,1,1,0
18,male,Hyderabad,single,6,4,2.8,2,10,6,2,3,6,2,6,7,0,1,4,1,1,1
42,female,Pune,single,10,5,7.2,3,5,6,10,8,7,4,7,4,1,0,4,1,1,0
30,male,Jaipur,single,5.4,2,3.9,3,7,8,6,7,3,5,3,3,0,1,4,1,1,1
27,female,Mumbai,single,7,4,5.7,3,10,8,5,8,5,3,4,6,0,1,2,1,1,1
24,male,Chennai,in_relationship,6.8,2,0.3,5,5,3,9,8,5,4,9,0,1,0,3,1,0,0
31,female,Mumbai,single,8.5,3,6,3,5,5,8,9,6,4,10,0,1,0,2,1,1,0
28,male,Hyderabad,single,7.2,3,3.6,4,9,5,7,3,6,4,3,4,1,0,2,1,1,0
37,male,Delhi,single,6.4,0,2.4,3,8,10,5,8,4,3,1,3,0,0,2,1,1,1
29,female,Delhi,in_relationship,5.9,1,3.4,3,10,10,3,5,3,3,3,7,0,0,3,1,1,1
29,male,Bengaluru,single,6.6,3,3.4,3,10,10,3,4,2,3,8,8,0,1,4,1,0,1
25,female,Ahmedabad,in_relationship,5.2,0,5.9,2,7,8,2,4,3,4,10,1,1,0,4,1,1,1
28,male,Delhi,single,6.7,4,2.2,3,7,5,6,5,8,4,4,3,1,0,4,1,1,0
30,male,Kolkata,married,5.9,4,5,4,8,7,8,5,7,4,7,4,1,0,4,1,1,1
18,female,Bengaluru,married,4.8,3,8.1,4,10,10,2,6,6,3,12,5,1,0,4,0,0,1
18,male,Mumbai,single,8.4,2,5.1,3,10,9,7,4,8,4,6,7,0,1,4,0,0,1
34,female,Kolkata,single,6.1,5,6.1,4,10,10,5,4,2,4,9,8,0,1,4,1,1,1
29,female,Delhi,single,5.3,6,6.7,3,7,10,5,5,3,3,8,6,0,1,4,0,0,1
27,female,Bengaluru,single,6.6,3,7.3,3,8,8,4,3,4,2,4,1,1,0,3,1,1,1
28,female,Chennai,in_relationship,7.1,5,8.2,3,8,8,5,6,5,3,5,3,0,0,5,1,1,1
31,male,Delhi,married,4.8,3,3.5,3,9,10,3,6,3,5,5,6,0,1,4,1,1,1
24,male,Mumbai,in_relationship,6.9,5,3.1,5,7,7,6,5,9,2,5,3,0,1,5,1,1,0
22,male,Bengaluru,married,5.6,2,6.1,3,10,10,2,2,2,2,8,3,0,1,3,1,1,1
30,female,Surat,single,8.5,2,6.8,3,6,7,9,7,5,5,8,4,1,0,4,1,0,0
20,non_binary,Ahmedabad,single,7.6,3,7.5,2,6,6,9,7,8,4,0,2,1,0,4,1,1,0
31,male,Chennai,in_relationship,6.5,7,8.3,3,9,6,6,8,4,4,2,3,0,0,1,1,1,1
18,female,Ahmedabad,single,5.4,2,5.5,3,8,7,2,4,5,2,0,2,1,0,3,1,1,1
36,male,Delhi,in_relationship,6.8,4,6.3,2,9,6,4,5,7,4,7,6,1,0,4,1,1,1
32,female,Bengaluru,single,7.4,0,2.5,3,8,8,6,5,6,3,6,8,0,1,4,1,1,1
30,male,Kolkata,single,7,5,8.8,3,6,6,6,7,6,1,6,1,0,0,3,1,1,0
36,female,Mumbai,complicated,6.8,2,3.8,3,9,7,4,4,7,4,2,5,0,1,4,1,1,1
41,female,Delhi,single,7.3,0,5.1,3,10,10,2,2,3,3,9,5,1,0,2,1,1,1
36,male,Delhi,complicated,6.3,4,5.1,2,6,7,7,4,4,3,9,3,1,0,5,1,1,0
18,male,Bengaluru,married,6.6,4,3.2,3,7,6,7,6,7,3,2,3,0,0,3,1,1,0
18,male,Surat,in_relationship,4.5,6,3,4,7,7,6,8,1,1,1,1,0,0,3,1,1,0
23,male,Mumbai,in_relationship,7.7,4,3.5,4,7,7,7,8,8,4,5,3,0,1,3,1,1,0
28,male,Hyderabad,in_relationship,7.4,2,1.8,3,4,4,6,6,8,4,11,2,0,0,1,1,1,0
32,female,Mumbai,married,6,5,2.9,3,9,7,4,7,5,3,10,6,0,1,3,1,1,1
22,female,Surat,single,9.3,3,8.4,3,9,9,7,6,3,4,7,8,0,1,2,1,1,1
29,female,Mumbai,single,6.4,3,6.5,5,8,9,7,4,2,2,4,1,1,0,4,0,0,1
22,male,Bengaluru,in_relationship,5.8,1,6.4,4,10,10,2,1,3,3,8,5,0,1,3,0,0,1
23,female,Kolkata,single,8,1,6.9,3,8,8,6,7,6,2,4,3,0,0,2,1,0,1
18,female,Chennai,single,7.5,2,8.2,3,10,10,4,4,1,3,3,6,0,0,2,1,1,1
21,male,Bengaluru,single,7,4,1,5,5,5,7,5,8,3,0,2,0,1,4,1,1,0
18,female,Bengaluru,in_relationship,6.2,3,2,4,10,9,5,2,4,4,5,9,0,1,3,1,1,1
20,female,Bengaluru,married,6.8,4,3.5,4,6,8,8,6,5,3,5,3,1,0,5,1,1,0
36,male,Delhi,single,6.7,3,3.6,4,7,7,3,6,6,2,6,2,0,0,3,1,1,1
20,male,Delhi,married,6.7,3,4.2,2,5,4,8,6,7,5,0,0,1,0,3,1,0,0
49,female,Bengaluru,in_relationship,4.7,1,3.6,2,9,10,4,3,2,5,6,5,0,0,4,1,1,1
32,male,Delhi,married,5.9,2,5.9,3,8,7,5,4,6,4,0,2,1,0,4,1,1,1
29,female,Delhi,in_relationship,8.3,3,5.3,3,6,6,7,8,3,3,10,4,1,0,3,1,1,0
21,female,Chennai,in_relationship,5.6,3,4.6,3,7,8,6,4,4,5,8,2,1,0,1,1,1,1
34,female,Surat,single,6.1,4,0.1,4,6,6,7,6,6,2,4,3,0,1,3,1,1,0
23,male,Ahmedabad,married,6.2,4,2.8,2,7,6,4,7,5,3,8,2,1,0,4,1,1,1
29,male,Mumbai,single,4.8,2,3.8,3,10,9,1,4,1,2,4,2,1,0,4,1,1,1
48,female,Mumbai,married,4.4,7,4,3,6,6,6,7,6,2,6,2,0,0,3,1,0,0
27,female,Surat,complicated,6.4,4,3.7,2,5,5,7,6,4,3,9,0,1,0,5,1,1,0
37,male,Delhi,single,6.9,3,3.5,4,10,10,3,4,4,2,0,10,0,1,4,1,0,1
22,female,Mumbai,single,6.7,4,2.2,2,6,5,6,6,7,3,4,3,0,1,2,1,1,0
28,female,Ahmedabad,in_relationship,6.3,2,4.2,2,9,9,4,3,4,3,5,5,0,1,2,1,1,1
42,male,Ahmedabad,single,6.9,2,3.4,4,5,4,7,5,8,2,6,0,1,0,4,1,1,0
23,male,Ahmedabad,married,8.1,3,2.8,4,6,6,7,8,6,3,9,2,0,1,5,0,0,0
42,female,Delhi,single,6.6,0,1.9,2,9,8,3,4,6,3,3,3,1,0,3,1,1,1
34,male,Mumbai,single,6.1,0,4.2,3,10,9,2,4,4,4,3,7,0,1,4,1,1,1
24,male,Surat,married,6.1,0,4,3,10,10,2,3,5,3,1,6,1,0,2,1,1,1
33,male,Delhi,in_relationship,7,2,6.3,5,6,10,8,7,6,4,10,6,0,1,5,1,1,1
36,male,Chennai,married,8.2,2,6.4,3,7,7,6,5,6,4,6,1,1,0,3,1,1,0
33,female,Chennai,single,6.2,4,4.4,3,6,7,6,6,6,4,4,2,0,0,4,0,0,0
18,female,Ahmedabad,in_relationship,6.8,0,2.9,2,10,10,3,2,6,5,5,7,0,1,5,1,1,1
22,male,Delhi,in_relationship,7.1,0,5.3,2,10,9,1,1,7,2,7,7,0,1,3,1,1,1
26,female,Delhi,in_relationship,5.5,5,7.2,2,8,7,4,4,4,3,8,0,1,0,4,1,0,1
27,female,Ahmedabad,in_relationship,7,3,4.8,4,7,8,7,6,7,5,13,5,0,1,5,1,0,1
33,female,Pune,in_relationship,4.9,4,7.7,3,10,10,1,1,3,3,6,7,0,1,4,1,1,1
29,male,Surat,single,4.6,6,5.4,4,10,10,4,3,5,1,4,6,0,1,3,1,1,1
18,male,Mumbai,single,7.3,0,7.3,4,10,10,2,5,5,3,5,4,1,0,3,1,1,1
31,non_binary,Mumbai,in_relationship,6.1,2,4.8,1,10,9,4,5,5,4,4,7,0,1,3,1,0,1
33,female,Surat,single,6.7,4,5.2,4,6,7,6,6,6,1,2,2,1,0,2,0,0,0
32,male,Kolkata,in_relationship,6.7,1,3.5,3,7,4,7,9,7,5,7,1,1,0,3,1,0,0
37,male,Jaipur,single,5.5,2,4.3,3,10,7,3,2,5,2,9,6,1,0,3,1,1,1
